abyssinienne	f	abyssiniennes
abâtardissement	m	abâtardissements
abèchement	m	abèchements
abéchement	m	abéchements
abécédaire	m	abécédaires
abée	f	abées
abêtissement	m	abêtissements
abîme	m	abîmes
abîmement	m	abîmements
acabit	m	acabits
acacia	m	acacias
académicien	m	académiciens
académicienne	f	académiciennes
académie	f	académies
académisme	m	académismes
acajou	m	acajous
acalèphe	m	acalèphes
acanthacée	f	acanthacées
acanthe	f	acanthes
acanthocéphale	m	acanthocéphales
acanthoptérygien	m	acanthoptérygiens
acanthoptérygienne	f	acanthoptérygiennes
acarien	m	acariens
acariâtreté	f	acariâtretés
acarus	m	acarus
accablement	m	accablements
accalmie	f	accalmies
accaparation	f	accaparations
accaparement	m	accaparements
accapareur	m	accapareurs
accapareuse	f	accapareuses
accensement	m	accensements
accensinement	m	accensinements
accent	m	accents
accentuation	f	accentuations
acceptabilité	f	acceptabilités
acceptant	m	acceptants
acceptante	f	acceptantes
acceptation	f	acceptations
accepteur	m	accepteurs
acception	f	acceptions
accessibilité	f	accessibilités
accession	f	accessions
accessit	m	accessits
accessoire	m	accessoires
accessoirisation	f	accessoirisations
accident	m	accidents
accidentologie	f	accidentologies
accipiens	m	accipiens
accise	f	accises
acclamation	f	acclamations
acclimatation	f	acclimatations
acclimatement	m	acclimatements
acclimation	f	acclimations
accointance	f	accointances
accointement	m	accointements
accoisement	m	accoisements
accolade	f	accolades
accolage	m	accolages
accolement	m	accolements
accolerie	f	accoleries
accommodage	m	accommodages
accommodat	m	accommodats
accommodation	f	accommodations
accommodement	m	accommodements
accompagnant	m	accompagnants
accompagnante	f	accompagnantes
accompagnateur	m	accompagnateurs
accompagnatrice	f	accompagnatrices
accompagnement	m	accompagnements
accompli	m	accomplis
accomplissement	m	accomplissements
accorage	m	accorages
accord	m	accords
accordage	m	accordages
accordaille	f	accordailles
accordement	m	accordements
accordeur	m	accordeurs
accordoir	m	accordoirs
accordé	m	accordés
accordée	f	accordées
accordéon	m	accordéons
accore	f	accores
accostage	m	accostages
accostement	m	accostements
accot	m	accots
accotement	m	accotements
accotoir	m	accotoirs
accouchement	m	accouchements
accoucheur	m	accoucheurs
accoucheuse	f	accoucheuses
accouchée	f	accouchées
accoudement	m	accoudements
accoudoir	m	accoudoirs
accouplage	m	accouplages
accouple	f	accouples
accouplement	m	accouplements
accourcissement	m	accourcissements
accoutrement	m	accoutrements
accoutumance	f	accoutumances
accoutumée	f	accoutumées
accouvage	m	accouvages
accroc	m	accrocs
accrochage	m	accrochages
accroche	f	accroches
accroche-coeur	m	accroche-coeur
accrochement	m	accrochements
accrocheur	m	accrocheurs
accrocheuse	f	accrocheuses
accroissement	m	accroissements
accroupissement	m	accroupissements
accru	m	accrus
accrue	f	accrues
accréditation	f	accréditations
accréditement	m	accréditements
accréditeur	m	accréditeurs
accréditif	m	accréditifs
accrédité	m	accrédités
accréditée	f	accréditées
accrétion	f	accrétions
accu	m	accus
accueil	m	accueils
accueillement	m	accueillements
acculage	m	acculages
acculturation	f	acculturations
acculée	f	acculées
accumulateur	m	accumulateurs
accumulation	f	accumulations
accusateur	m	accusateurs
accusatrice	f	accusatrices
accusatif	m	accusatifs
accusation	f	accusations
accusé	m	accusés
accusée	f	accusées
accès	m	accès
accédant	m	accédants
accélérateur	m	accélérateurs
accélération	f	accélérations
accélérographe	m	accélérographes
accéléromètre	m	accéléromètres
accéléré	m	accélérés
ace	m	aces
acensement	m	acensements
acerbité	f	acerbités
acescence	f	acescences
achaine	m	achaines
achalandage	m	achalandages
achalandement	m	achalandements
achalasie	f	achalasies
achard	m	achards
acharisme	m	acharismes
acharnement	m	acharnements
acharné	m	acharnés
acharnée	f	acharnées
achat	m	achats
ache	f	aches
acheminement	m	acheminements
acheteur	m	acheteurs
acheteuse	f	acheteuses
acheuléen	m	acheuléens
achevage	m	achevages
achevé	m	achevés
achigan	m	achigans
achillée	f	achillées
acholie	f	acholies
achondroplasie	f	achondroplasies
achoppement	m	achoppements
achromat	m	achromats
achromaticité	f	achromaticités
achromatisation	f	achromatisations
achromatisme	m	achromatismes
achromatopsie	f	achromatopsies
achromie	f	achromies
achylie	f	achylies
achète	m	achètes
achèvement	m	achèvements
achéen	m	achéens
achéenne	f	achéennes
acidalie	f	acidalies
acide	m	acides
acidifiant	m	acidifiants
acidification	f	acidifications
acidimètre	m	acidimètres
acidimétrie	f	acidimétries
acidité	f	acidités
acidocétose	f	acidocétoses
acidose	f	acidoses
acidulation	f	acidulations
acier	m	aciers
acinus	m	acinus
acinésie	f	acinésies
aciérage	m	aciérages
aciération	f	aciérations
aciérie	f	aciéries
acmite	f	acmites
acmé	m	acmés
acméisme	m	acméismes
acné	f	acnés
acolytat	m	acolytats
acompte	m	acomptes
acon	m	acons
aconage	m	aconages
aconier	m	aconiers
aconit	m	aconits
aconitine	f	aconitines
acoquinage	m	acoquinages
acoquinement	m	acoquinements
acore	m	acores
acotylédone	f	acotylédones
acoumètre	m	acoumètres
acoumétrie	f	acoumétries
acouphène	m	acouphènes
acousticien	m	acousticiens
acousticienne	f	acousticiennes
acoustique	f	acoustiques
acquiescement	m	acquiescements
acquiescence	f	acquiescences
acquis	m	acquis
acquisition	f	acquisitions
acquit	m	acquits
acquitement	m	acquitements
acquittement	m	acquittements
acquitté	m	acquittés
acquittée	f	acquittées
acquéreur	m	acquéreurs
acquêt	m	acquêts
acridien	m	acridiens
acrimonie	f	acrimonies
acrobatie	f	acrobaties
acrocyanose	f	acrocyanoses
acrocéphalie	f	acrocéphalies
acrodynie	f	acrodynies
acroléine	f	acroléines
acromion	m	acromions
acromégalie	f	acromégalies
acromégalisation	f	acromégalisations
acron	m	acrons
acronyme	m	acronymes
acrophobie	f	acrophobies
acropole	f	acropoles
acrostiche	m	acrostiches
acrotère	m	acrotères
acrylique	m	acryliques
actant	m	actants
acte	m	actes
acteur	m	acteurs
actrice	f	actrices
actif	m	actifs
active	f	actives
actine	f	actines
acting	m	actings
actiniaire	m	actiniaires
actinide	m	actinides
actinie	f	actinies
actinisme	m	actinismes
actinite	f	actinites
actinium	m	actiniums
actinologie	f	actinologies
actinomycine	f	actinomycines
actinomycose	f	actinomycoses
actinomycète	m	actinomycètes
actinomètre	m	actinomètres
actinométrie	f	actinométries
actinopode	m	actinopodes
actinoscopie	f	actinoscopies
actinote	f	actinotes
actinothérapie	f	actinothérapies
action	f	actions
actionnalisme	m	actionnalismes
actionnariat	m	actionnariats
actionnement	m	actionnements
actionneur	m	actionneurs
activant	m	activants
activateur	m	activateurs
activation	f	activations
active	f	actives
activeur	m	activeurs
activisme	m	activismes
activité	f	activités
actualisation	f	actualisations
actualité	f	actualités
actuariat	m	actuariats
actuateur	m	actuateurs
actuation	f	actuations
actée	f	actées
acuité	f	acuités
aculéate	m	aculéates
acuponcteur	m	acuponcteurs
acuponctrice	f	acuponctrices
acuponcture	f	acuponctures
acupuncteur	m	acupuncteurs
acupunctrice	f	acupunctrices
acupuncture	f	acupunctures
acyle	m	acyles
acylium	m	acylium
acéphale	m	acéphales
acétamide	m	acétamides
acétaminophène	m	acétaminophènes
acétate	m	acétates
acétification	f	acétifications
acétobacter	m	acétobacters
acétone	f	acétones
acétonurie	f	acétonuries
acétonémie	f	acétonémies
acétylation	f	acétylations
acétylcholine	f	acétylcholines
acétyle	m	acétyles
acétylisation	f	acétylisations
acétylure	m	acétylures
acétylène	m	acétylènes
adage	m	adages
adagio	m	adagios
adamien	m	adamiens
adamisme	m	adamismes
adamite	f	adamites
adaptabilité	f	adaptabilités
adaptateur	m	adaptateurs
adaptatrice	f	adaptatrices
adaptation	f	adaptations
addax	m	addax
addenda	m	addenda
addendum	m	addendums
addiction	f	addictions
additif	m	additifs
addition	f	additions
additionnement	m	additionnements
additionneur	m	additionneurs
adducteur	m	adducteurs
adduction	f	adductions
adent	m	adents
adermine	f	adermines
adhérence	f	adhérences
adhérent	m	adhérents
adhérente	f	adhérentes
adhésif	m	adhésifs
adhésion	f	adhésions
adhésivité	f	adhésivités
adiabatique	f	adiabatiques
adiantum	m	adiantums
adiaphorèse	f	adiaphorèses
adieu	m	adieux
adipolyse	f	adipolyses
adipopexie	f	adipopexies
adipose	f	adiposes
adiposité	f	adiposités
adipsie	f	adipsies
adjectif	m	adj..
adjectivateur	m	adjectivateurs
adjectivation	f	adjectivations
adjoint	m	adjoints
adjointe	f	adjointes
adjonction	f	adjonctions
adjudant	m	adjudants
adjudant-chef	m	adjudants-chefs
adjudicateur	m	adjudicateurs
adjudicatrice	f	adjudicatrices
adjudication	f	adjudications
adjuration	f	adjurations
adjuvance	f	adjuvances
adjuvant	m	adjuvants
adjuvat	m	adjuvats
adminicule	m	adminicules
administrance	f	administrances
administrateur	m	administrateurs
administratrice	f	administratrices
administratif	m	administratifs
administrative	f	administratives
administration	f	administrations
administré	m	administrés
administrée	f	administrées
admirateur	m	admirateurs
admiratrice	f	admiratrices
admiration	f	admirations
admis	m	admis
admise	f	admises
admissibilité	f	admissibilités
admission	f	admissions
admittance	f	admittances
admittatur	m	admittaturs
admixtion	f	admixtions
admonestation	f	admonestations
admonition	f	admonitions
admonétation	f	admonétations
adobe	m	adobes
adolescence	f	adolescences
adolescent	m	adolescents
adolescente	f	adolescentes
adoptant	m	adoptants
adoptante	f	adoptantes
adoptianisme	m	adoptianismes
adoptif	m	adoptifs
adoptive	f	adoptives
adoption	f	adoptions
adopté	m	adoptés
adoptée	f	adoptées
adorant	m	adorants
adorateur	m	adorateurs
adoratrice	f	adoratrices
adoration	f	adorations
adornement	m	adornements
adoré	m	adorés
adorée	f	adorées
ados	m	ados
adossement	m	adossements
adoubement	m	adoubements
adoublement	m	adoublements
adouci	m	adoucis
adoucissage	m	adoucissages
adoucissant	m	adoucissants
adoucissement	m	adoucissements
adoucisseur	m	adoucisseurs
adragante	f	adragantes
adressage	m	adressages
adresse	f	adresses
adret	m	adrets
adrénaline	f	adrénalines
adrénergique	m	adrénergiques
adsl	m	adsl
adsorbant	m	adsorbants
adsorbat	m	adsorbats
adsorption	f	adsorptions
adstrat	m	adstrats
adulaire	f	adulaires
adulateur	m	adulateurs
adulatrice	f	adulatrices
adulation	f	adulations
adultisme	m	adultismes
adultère	m	adultères
adultération	f	adultérations
adustion	f	adustions
advection	f	advections
adverbe	m	adv..
adverbialisation	f	adverbialisations
adversité	f	adversités
advènement	m	advènements
adynamie	f	adynamies
adèle	f	adèles
adénite	f	adénites
adénocarcinome	m	adénocarcinomes
adénogramme	m	adénogrammes
adénomatose	f	adénomatoses
adénome	m	adénomes
adénopathie	f	adénopathies
adénosine	f	adénosines
adénovirus	m	adénovirus
adénoïdectomie	f	adénoïdectomies
adénylate	m	adénylates
adéquation	f	adéquations
aegagropile	m	aegagropiles
aegosome	m	aegosomes
aepyornis	m	aepyornis
aeschne	f	aeschnes
aethusa	f	aethusas
affabilité	f	affabilités
affabulateur	m	affabulateurs
affabulatrice	f	affabulatrices
affabulation	f	affabulations
affacturage	m	affacturages
affactureur	m	affactureurs
affadissement	m	affadissements
affaiblissement	m	affaiblissements
affaiblisseur	m	affaiblisseurs
affairage	m	affairages
affaire	f	affaires
affairement	m	affairements
affairisme	m	affairismes
affairé	m	affairés
affairée	f	affairées
affaissement	m	affaissements
affaitage	m	affaitages
affaitement	m	affaitements
affaiteur	m	affaiteurs
affalage	m	affalages
affale	f	affales
affalement	m	affalements
affamation	f	affamations
affamement	m	affamements
affameur	m	affameurs
affameuse	f	affameuses
affamé	m	affamés
affamée	f	affamées
affect	m	affects
affectation	f	affectations
affectif	m	affectifs
affective	f	affectives
affection	f	affections
affectivité	f	affectivités
affecté	m	affectés
affectée	f	affectées
affenage	m	affenages
affermage	m	affermages
affermissement	m	affermissements
affichage	m	affichages
affiche	f	affiches
affichette	f	affichettes
afficheur	m	afficheurs
afficheuse	f	afficheuses
affidation	f	affidations
affidavit	m	affidavits
affidé	m	affidés
affidée	f	affidées
affilage	m	affilages
affileur	m	affileurs
affiliation	f	affiliations
affilié	m	affiliés
affiliée	f	affiliées
affiloir	m	affiloirs
affilée	f	affilées
affinage	m	affinages
affination	f	affinations
affinement	m	affinements
affineur	m	affineurs
affinité	f	affinités
affiquet	m	affiquets
affirmation	f	affirmations
affirmative	f	affirmatives
affleurage	m	affleurages
affleurement	m	affleurements
affleurée	f	affleurées
affliction	f	afflictions
affligement	m	affligements
affligé	m	affligés
affligée	f	affligées
afflouage	m	afflouages
affluence	f	affluences
affluent	m	affluents
afflux	m	afflux
affolement	m	affolements
affolé	m	affolés
affolée	f	affolées
afforage	m	afforages
affouage	m	affouages
affouagement	m	affouagements
affouillement	m	affouillements
affouragement	m	affouragements
affourchage	m	affourchages
affourche	f	affourches
affourchement	m	affourchements
affourragement	m	affourragements
affranchi	m	affranchis
affranchie	f	affranchies
affranchissement	m	affranchissements
affreux	m	affreux
affreuse	f	affreuses
affriolage	m	affriolages
affriolement	m	affriolements
affriquée	f	affriquées
affront	m	affronts
affrontation	f	affrontations
affrontement	m	affrontements
affronterie	f	affronteries
affrètement	m	affrètements
affréteur	m	affréteurs
affublement	m	affublements
affurage	m	affurages
affusion	f	affusions
afféage	m	afféages
afféagement	m	afféagements
afféterie	f	afféteries
affût	m	affûts
affûtage	m	affûtages
affûtement	m	affûtements
affûteur	m	affûteurs
affûteuse	f	affûteuses
afghan	m	afghans
afghane	f	afghanes
aficionado	m	aficionados
africain	m	africains
africaine	f	africaines
africanisation	f	africanisations
africanisme	m	africanismes
africanité	f	africanités
afrikaans	m	afrikaans
agace	f	agaces
agacement	m	agacements
agacerie	f	agaceries
agalactie	f	agalacties
agami	m	agamis
agamie	f	agamies
agamète	f	agamètes
agar	m	agars
agar-agar	m	agar-agar
agaric	m	agarics
agaricacée	f	agaricacées
agate	f	agates
agave	m	agaves
agavé	m	agavés
age	m	ages
agence	f	agences
agencement	m	agencements
agenda	m	agendas
agenouillage	m	agenouillages
agenouillement	m	agenouillements
agenouilloir	m	agenouilloirs
aggiornamento	m	aggiornamentos
agglomérant	m	agglomérants
agglomérat	m	agglomérats
agglomération	f	agglomérations
aggloméré	m	agglomérés
agglutination	f	agglutinations
agglutinement	m	agglutinements
aggravation	f	aggravations
aggravement	m	aggravements
agha	m	aghas
agilité	f	agilités
agio	m	agios
agiotage	m	agiotages
agioteur	m	agioteurs
agissement	m	agissements
agitage	m	agitages
agitateur	m	agitateurs
agitatrice	f	agitatrices
agitation	f	agitations
agitement	m	agitements
agité	m	agités
agitée	f	agitées
aglyphe	m	aglyphes
agnat	m	agnats
agnathe	m	agnathes
agneau	m	agneaux
agnelage	m	agnelages
agnelet	m	agnelets
agnelin	m	agnelins
agneline	f	agnelines
agnellement	m	agnellements
agnelée	f	agnelées
agnosie	f	agnosies
agnosticisme	m	agnosticismes
agnèlement	m	agnèlements
agonie	f	agonies
agonisant	m	agonisants
agonisante	f	agonisantes
agoniste	m	agonistes
agora	f	agoras
agoraphobie	f	agoraphobies
agouti	m	agoutis
agrafage	m	agrafages
agrafe	f	agrafes
agrafeur	f	agrafeurs
agrafeuse	f	agrafeuses
agrainage	m	agrainages
agrammatisme	m	agrammatismes
agrandissement	m	agrandissements
agrandisseur	m	agrandisseurs
agranulocytose	f	agranulocytoses
agraphie	f	agraphies
agrarien	m	agrariens
agrarienne	f	agrariennes
agrenage	m	agrenages
agresseur	m	agresseurs
agressif	m	agressifs
agression	f	agressions
agressive	f	agressives
agressivité	f	agressivités
agressé	m	agressés
agressée	f	agressées
agreste	m	agrestes
agrichage	m	agrichages
agrichement	m	agrichements
agriculteur	m	agriculteurs
agricultrice	f	agricultrices
agriculture	f	agricultures
agrile	m	agriles
agrion	m	agrions
agriote	m	agriotes
agripaume	f	agripaumes
agrippage	m	agrippages
agrippement	m	agrippements
agrochimie	f	agrochimies
agrologie	f	agrologies
agronomie	f	agronomies
agrostide	f	agrostides
agrostis	f	agrostis
agrotis	m	agrotis
agrotourisme	m	agrotourismes
agroupement	m	agroupements
agrume	m	agrumes
agrumiculture	f	agrumicultures
agrès	m	agrès
agréable	m	agréables
agréage	m	agréages
agréation	f	agréations
agréement	m	agréements
agrégat	m	agrégats
agrégatif	f	agrégatifs
agrégation	f	agrégations
agrégé	m	agrégés
agrément	m	agréments
agrémentation	f	agrémentations
agréé	m	agréés
agréée	f	agréées
aguardiente	f	aguardientes
aguerrissement	m	aguerrissements
agueusie	f	agueusies
agui	m	aguis
aguichage	m	aguichages
aguicherie	f	aguicheries
aguicheur	m	aguicheurs
aguicheuse	f	aguicheuses
agénésie	f	agénésies
agérate	m	agérates
ahan	m	ahans
ahanement	m	ahanements
aheurtement	m	aheurtements
ahuri	m	ahuris
ahurie	f	ahuries
ahurissement	m	ahurissements
aiche	f	aiches
aidance	f	aidances
aidant	m	aidants
aide-comptable	m	aides-comptables
aide-mémoire	m	aide-mémoire
aide-soignant	m	aide-soignants
aide-soignante	f	aide-soignantes
aiglefin	m	aiglefins
aiglon	m	aiglons
aiglonne	f	aiglonnes
aigre	m	aigres
aigrefin	m	aigrefins
aigremoine	f	aigremoines
aigrette	f	aigrettes
aigreur	f	aigreurs
aigri	m	aigris
aigrie	f	aigries
aigrin	m	aigrins
aigrissement	m	aigrissements
aigu	m	aigus
aiguail	m	aiguails
aigue	f	aigues
aigue-marine	f	aigues-marines
aiguillage	m	aiguillages
aiguillat	m	aiguillats
aiguille	f	aiguilles
aiguilletage	m	aiguilletages
aiguillette	f	aiguillettes
aiguilleur	m	aiguilleurs
aiguillon	m	aiguillons
aiguillonnement	m	aiguillonnements
aiguillot	m	aiguillots
aiguillée	f	aiguillées
aiguisage	m	aiguisages
aiguisement	m	aiguisements
aiguiseur	m	aiguiseurs
aiguiseuse	f	aiguiseuses
aiguisoir	m	aiguisoirs
aiguière	f	aiguières
ail	m	aulx
ailante	m	ailantes
aile	f	ailes
aileron	m	ailerons
ailette	f	ailettes
ailier	m	ailiers
ailleurs	m	ailleurs
ailloli	m	aillolis
aimant	m	aimants
aimantation	f	aimantations
aimé	m	aimés
aimée	f	aimées
aine	f	aines
air	m	airs
airain	m	airains
airbus	m	airbus
aire	f	aires
airedale	m	airedales
airelle	f	airelles
ais	m	ais
aisance	f	aisances
aise	f	aises
aisseau	m	aisseaux
aisselle	f	aisselles
aisy	m	aisys
ajointement	m	ajointements
ajonc	m	ajoncs
ajour	m	ajours
ajourage	m	ajourages
ajourement	m	ajourements
ajournement	m	ajournements
ajourné	m	ajournés
ajournée	f	ajournées
ajout	m	ajouts
ajoute	f	ajoutes
ajouté	m	ajoutés
ajustage	m	ajustages
ajustement	m	ajustements
ajusteur	m	ajusteurs
akinésie	f	akinésies
akkadien	m	akkadiens
akkadienne	f	akkadiennes
akvavit	m	akvavits
akène	m	akènes
alabandine	f	alabandines
alabastrite	f	alabastrites
alacrité	f	alacrités
alaise	f	alaises
alambic	m	alambics
alambiquage	m	alambiquages
alandier	m	alandiers
alanguissement	m	alanguissements
alanine	f	alanines
alarme	f	alarmes
alarmisme	m	alarmismes
alastrim	m	alastrims
alaterne	m	alaternes
albanais	m	albanais
albanaise	f	albanaises
albatros	m	albatros
alberge	f	alberges
albergier	m	albergiers
albigeois	m	albigeois
albigeoise	f	albigeoises
albinisme	m	albinismes
albite	f	albites
albuginée	f	albuginées
albugo	m	albugos
album	m	albums
albumen	m	albumens
albumine	f	albumines
albuminoïde	m	albuminoïdes
albuminurie	f	albuminuries
albumose	f	albumoses
albâtre	m	albâtres
albédo	m	albédos
alcade	m	alcades
alcalescence	f	alcalescences
alcali	m	alcalis
alcalimètre	m	alcalimètres
alcalimétrie	f	alcalimétries
alcalin	m	alcalins
alcalinisation	f	alcalinisations
alcalinité	f	alcalinités
alcalisation	f	alcalisations
alcalose	f	alcaloses
alcaloïde	m	alcaloïdes
alcarazas	m	alcarazas
alcazar	m	alcazars
alchimie	f	alchimies
alchémille	f	alchémilles
alcool	m	alcools
alcoolat	m	alcoolats
alcoolature	f	alcoolatures
alcoolification	f	alcoolifications
alcoolisation	f	alcoolisations
alcoolisme	m	alcoolismes
alcoolodépendance	f	alcoolodépendances
alcoologie	f	alcoologies
alcoolé	m	alcoolés
alcoolémie	f	alcoolémies
alcoomètre	m	alcoomètres
alcootest	m	alcootests
alcoran	m	alcorans
alcotest	m	alcotests
alcoyle	m	alcoyles
alcyne	m	alcynes
alcyon	m	alcyons
alcyonaire	m	alcyonaires
alcène	m	alcènes
alcôve	f	alcôves
alderman	m	aldermen
aldol	m	aldols
aldostérone	f	aldostérones
aldéhyde	m	aldéhydes
ale	f	ales
alentissement	m	alentissements
alentour	m	alentours
aleph	m	aleph
alerte	f	alertes
aleurite	m	aleurites
aleurode	m	aleurodes
aleurone	f	aleurones
alevin	m	alevins
alevinage	m	alevinages
alevinier	m	aleviniers
alevinière	f	alevinières
alexandra	m	alexandras
alexandrin	m	alexandrins
alexandrine	f	alexandrines
alexie	f	alexies
alexine	f	alexines
alezan	m	alezans
alfa	m	alfas
alfange	f	alfanges
alfatier	m	alfatiers
alfatière	f	alfatières
alfénide	m	alfénides
algarade	f	algarades
algazelle	f	algazelles
algidité	f	algidités
algie	f	algies
alginate	m	alginates
algine	f	algines
algol	m	algols
algorithme	m	algorithmes
algorithmique	f	algorithmiques
algue	f	algues
algèbre	f	algèbres
algébrisation	f	algébrisations
algérianisation	f	algérianisations
algérien	m	algériens
algérienne	f	algériennes
alibi	m	alibis
aliboufier	m	aliboufiers
alidade	f	alidades
alignement	m	alignements
alignée	f	alignées
aligoté	m	aligotés
aliment	m	aliments
alimentation	f	alimentations
alinéa	m	alinéas
alios	m	alios
aliquote	f	aliquotes
alise	f	alises
alisier	m	alisiers
alismacée	f	alismacées
alisme	m	alismes
alitement	m	alitements
alité	m	alités
alitée	f	alitées
alizari	m	alizaris
alizarine	f	alizarines
alizier	m	aliziers
alizé	m	alizés
aliènement	m	aliènements
aliénabilité	f	aliénabilités
aliénateur	m	aliénateurs
aliénatrice	f	aliénatrices
aliénation	f	aliénations
aliéné	m	aliénés
aliénée	f	aliénées
alkermès	m	alkermès
alkylation	f	alkylations
alkékenge	f	alkékenges
allaitement	m	allaitements
allant	m	allants
allante	m	allantes
allantoïde	f	allantoïdes
allegro	m	allegri
alleluia	m	alleluias
allemand	m	allemands
allemande	f	allemandes
allemande	f	allemandes
aller	m	allers
aller-retour	m	aller-retour
aller/retour	m	aller/retours
allergie	f	allergies
allergologie	f	allergologies
allergène	m	allergènes
alleu	m	alleux
alleutier	m	alleutiers
alliage	m	alliages
alliaire	f	alliaires
alliance	f	alliances
alligator	m	alligators
allitération	f	allitérations
allié	m	alliés
alliée	f	alliées
allocation	f	allocations
allocentrisme	m	allocentrismes
allocution	f	allocutions
allogamie	f	allogamies
allogreffe	f	allogreffes
allogène	m	allogènes
allonge	f	allonges
allongement	m	allongements
allopathie	f	allopathies
allophone	m	allophones
allopurinol	m	allopurinols
allostérie	f	allostéries
allotissement	m	allotissements
allotropie	f	allotropies
alluchon	m	alluchons
allumage	m	allumages
allume-cigare	m	allume-cigare
allume-cigares	m	allume-cigares
allume-feu	m	allume-feu
allume-gaz	m	allume-gaz
allumement	m	allumements
allumette	f	allumettes
allumettier	m	allumettiers
allumeur	m	allumeurs
allumeuse	f	allumeuses
allumeuse	f	allumeuses
allumoir	m	allumoirs
allure	f	allures
allusion	f	allusions
alluvion	f	alluvions
alluvionnement	m	alluvionnements
allyle	m	allyles
allylène	m	allylènes
allèchement	m	allèchements
allège	f	allèges
allègement	m	allègements
allèle	m	allèles
allène	m	allènes
allée	f	allées
allégation	f	allégations
allégeage	m	allégeages
allégeance	f	allégeances
allégement	m	allégements
allégorie	f	allégories
allégorisation	f	allégorisations
allégrement	m	allégrements
allégresse	f	allégresses
allégretto	m	allégrettos
allégro	m	allégros
alléluia	m	alléluias
almageste	m	almagestes
almanach	m	almanachs
almandin	m	almandins
almasilium	m	almasiliums
almicantarat	m	almicantarats
almée	f	almées
alogie	f	alogies
aloi	m	alois
